feature_1,ab_variant,user_id,metric_value
104.50899910100637,control,0,947.5809919090573
104.97231360502491,control,1,951.7508224452242
107.46614874137929,control,2,974.1953386724135
107.20376634344115,control,3,971.8338970909704
93.07188619250147,control,4,844.6469757325132
105.31410366409648,control,5,954.8269329768683
116.80364082181106,control,6,1058.2327673962996
127.92539837000666,control,7,1158.32858533006
96.28589030538484,control,8,873.5730127484635
90.14550112109484,control,9,818.3095100898536
93.36893925734968,control,10,847.3204533161471
89.70959121606157,control,11,814.3863209445541
86.89576163077729,control,12,789.0618546769956
82.17242212945843,control,13,746.5517991651259
78.56977697914775,control,14,714.1279928123297
95.87148335842114,control,15,869.8433502257903
108.17272920185178,control,16,980.554562816666
101.84944947608226,control,17,923.6450452847403
101.16512196086491,control,18,917.4860976477842
83.96090835592207,control,19,762.6481752032987
118.81097793665481,control,20,1076.2988014298933
98.9400605627639,control,21,897.4605450648751
103.34955234285398,control,22,937.1459710856858
84.43681471700022,control,23,766.9313324530019
109.05979303963876,control,24,988.5381373567488
107.4283434334012,control,25,973.8550909006108
89.64671378460432,control,26,813.8204240614389
112.84262525209064,control,27,1022.5836272688158
95.27922905698834,control,28,864.5130615128951
108.24995891583849,control,29,981.2496302425465
82.1856015292713,control,30,746.6704137634416
139.838852837589,control,31,1265.549675538301
101.58810355985794,control,32,921.2929320387215
78.01065260586633,control,33,709.0958734527969
115.71592066586813,control,34,1048.4432859928131
100.72782646616834,control,35,913.5504381955151
91.83976637505444,control,36,833.5578973754899
75.68527256003993,control,37,688.1674530403594
96.86758465468888,control,38,878.8082618922
107.61419334745797,control,39,975.5277401271218
102.9836886283284,control,40,933.8531976549556
99.22191051293683,control,41,899.9971946164314
86.33898235304207,control,42,784.0508411773786
87.11077720463159,control,43,790.9969948416843
68.48583509611403,control,44,623.3725158650262
89.31790460828798,control,45,810.8611414745918
102.16969831210835,control,46,926.5272848089752
107.90658665962732,control,47,978.1592799366459
114.60180663879042,control,48,1038.4162597491138
75.91058008862204,control,49,690.1952207975984
88.33081600454244,control,50,801.9773440408819
107.69761820603841,control,51,976.2785638543457
96.90301124532982,control,52,879.1271012079684
118.39106092801603,control,53,1072.5195483521443
106.94368885047048,control,54,969.4931996542343
125.21755158085149,control,55,1133.9579642276635
80.84096179117455,control,56,734.568656120571
94.03531060896333,control,57,853.3177954806699
107.38930866647908,control,58,973.5037779983118
105.06363261916077,control,59,952.572693572447
97.48369582986405,control,60,884.3532624687764
110.62051786642766,control,61,1002.584660797849
92.7035945477822,control,62,841.3323509300399
86.25438702929958,control,63,783.2894832636962
120.38827167998541,control,64,1090.4944451198687
118.68693375259119,control,65,1075.1824037733206
99.20001890805551,control,66,899.8001701724996
109.23666996040014,control,67,990.1300296436012
99.93974194633456,control,68,906.4576775170111
101.97969743607705,control,69,924.8172769246934
112.42029955033244,control,70,1018.782695952992
128.03354274072294,control,71,1159.3018846665063
103.94406923878525,control,72,942.4966231490672
110.20354679517241,control,73,998.8319211565517
77.11009235916839,control,74,700.9908312325156
102.59592196816561,control,75,930.3632977134905
102.49125917823805,control,76,929.4213326041424
111.10797621899098,control,77,1006.9717859709189
112.73014521299305,control,78,1021.5713069169375
89.17755894159876,control,79,809.5980304743889
97.57678481955057,control,80,885.1910633759551
112.53049966052897,control,81,1019.7744969447608
108.37149066150087,control,82,982.3434159535078
80.19955062911721,control,83,728.7959556620549
94.63394824151662,control,84,858.7055341736495
91.22861500314981,control,85,828.0575350283483
126.99584083015823,control,86,1149.962567471424
119.61112653694077,control,87,1083.500138832467
87.81272483426525,control,88,797.3145235083873
112.07944274224224,control,89,1015.7149846801801
81.22518466424035,control,90,738.0266619781631
113.07980783558702,control,91,1024.718270520283
96.11804151896767,control,92,872.062373670709
86.79333388405914,control,93,788.1400049565323
97.72993955683144,control,94,886.569456011483
76.08172664490456,control,95,691.7355398041411
111.48026136901032,control,96,1010.3223523210929
104.47293031635762,control,97,947.2563728472186
114.97868810274485,control,98,1041.8081929247037
82.34542933825034,control,99,748.1088640442531
77.16551963313259,control,100,701.4896766981933
90.94349927672472,control,101,825.4914934905225
101.47784974477247,control,102,920.3006477029522
94.68674916337196,control,103,859.1807424703476
102.63871889239395,control,104,930.7484700315456
97.54903402171398,control,105,884.9413061954258
99.83228068136845,control,106,905.4905261323161
94.1464800638141,control,107,854.3183205743269
116.65745996335856,control,108,1056.917139670227
93.0516495585172,control,109,844.4648460266548
82.58423521513576,control,110,750.2581169362219
100.34426224547003,control,111,910.0983602092303
102.43894303069168,control,112,928.9504872762251
111.2794481757639,control,113,1008.5150335818752
106.25662178209451,control,114,963.3095960388506
102.02191049006277,control,115,925.1971944105649
122.75571024841094,control,116,1111.8013922356984
84.58376316470594,control,117,768.2538684823535
121.19945123011524,control,118,1097.7950610710373
103.64031119173617,control,119,939.7628007256255
127.10248343160072,control,120,1150.9223508844066
98.21326853304906,control,121,890.9194167974415
101.17509199693225,control,122,917.5758279723902
100.05206834754836,control,123,907.4686151279352
113.62103348590115,control,124,1029.5893013731104
117.23250629540361,control,125,1062.0925566586325
73.96293967390031,control,126,672.6664570651028
106.31681439427263,control,127,963.8513295484536
118.27283789205669,control,128,1071.4555410285102
106.15648803647075,control,129,962.4083923282367
93.18987964661432,control,130,845.7089168195289
106.26183978308843,control,131,963.3565580477959
99.96761033309733,control,132,906.708492997876
102.11626876569802,control,133,926.0464188912822
72.65928375250823,control,134,660.9335537725741
123.09021571285113,control,135,1114.8119414156602
96.09336287671252,control,136,871.8402658904126
82.74341184213716,control,137,751.6907065792345
86.20678931990126,control,138,782.8611038791114
88.50507330820233,control,139,803.545659773821
100.72054618961371,control,140,913.4849157065235
110.67140351818634,control,141,1003.0426316636771
89.72081059902986,control,142,814.4872953912687
94.39490209223959,control,143,856.5541188301563
109.47139008876505,control,144,992.2425107988854
114.7635413159979,control,145,1039.8718718439811
61.02453180607912,control,146,556.220786254712
86.10881173173789,control,147,781.979305585641
107.22066381285629,control,148,971.9859743157066
110.4506657401818,control,149,1001.0559916616362
107.994773707783,control,150,978.952963370047
85.95518998527683,control,151,780.5967098674914
94.1563834111479,control,152,854.4074507003311
99.72787658200794,control,153,904.5508892380715
113.67929689028962,control,154,1030.1136720126065
80.8702145605934,control,155,734.8319310453405
118.63202508495964,control,156,1074.6882257646366
113.45159814298573,control,157,1028.0643832868716
95.69107004689958,control,158,868.2196304220962
105.02160834612013,control,159,952.1944751150812
102.05081711571246,control,160,925.4573540414121
100.56000499234919,control,161,912.0400449311427
118.90758470912806,control,162,1077.1682623821525
100.77530858642228,control,163,913.9777772778006
95.95208198553354,control,164,870.5687378698019
117.15667097084055,control,165,1061.410038737565
91.7350027643354,control,166,832.6150248790186
122.70527757189677,control,167,1111.3474981470708
92.85797061611885,control,168,842.7217355450696
102.58613632897082,control,169,930.2752269607374
94.4027527756906,control,170,856.6247749812154
109.75090596150966,control,171,994.758153653587
110.59646328831077,control,172,1002.368169594797
104.73000292043719,control,173,949.5700262839347
114.81700259642383,control,174,1040.3530233678146
107.23991713108298,control,175,972.1592541797468
89.23783393438211,control,176,810.140505409439
109.96122567382092,control,177,996.6510310643882
96.20571505893204,control,178,872.8514355303884
96.12349293261647,control,179,872.1114363935483
120.09331864975313,control,180,1087.8398678477781
90.45834813937873,control,181,821.1251332544085
98.93147937357872,control,182,897.3833143622085
106.42992601856686,control,183,964.8693341671018
82.35240961387036,control,184,748.1716865248333
107.93423843521705,control,185,978.4081459169535
103.53387941289351,control,186,938.8049147160416
92.41472040338391,control,187,838.7324836304551
87.62907553949738,control,188,795.6616798554765
85.11666342529368,control,189,773.0499708276432
70.9922731181355,control,190,645.9304580632195
112.16454143584862,control,191,1016.4808729226376
108.18093732676412,control,192,980.6284359408771
92.55180663954052,control,193,839.9662597558646
98.91734007227801,control,194,897.256060650502
123.49458728684863,control,195,1118.4512855816376
96.27129218919931,control,196,873.4416297027939
97.35868385782393,control,197,883.2281547204154
88.19340435872161,control,198,800.7406392284945
74.92102721201337,control,199,681.2892449081203
107.57660947877541,control,200,975.1894853089786
112.82641517978408,control,201,1022.4377366180568
112.07319980956605,control,202,1015.6587982860945
109.9723641731859,control,203,996.7512775586731
82.83224559332821,control,204,752.4902103399539
95.54807035636851,control,205,866.9326332073166
97.3904789478784,control,206,883.5143105309056
104.94225781973014,control,207,951.4803203775713
106.07637105566981,control,208,961.6873395010283
144.29515452990714,control,209,1305.6563907691643
97.52601867121331,control,210,884.7341680409197
101.3123611076116,control,211,918.8112499685044
110.0379458533692,control,212,997.3415126803227
108.58400581700164,control,213,984.2560523530148
96.7944332487412,control,214,878.1498992386707
80.45190825436858,control,215,731.0671742893172
95.59740141632071,control,216,867.3766127468864
123.31599426949626,control,217,1116.8439484254664
104.32842578690844,control,218,945.9558320821759
81.257605244314,control,219,738.3184471988259
119.09261002594815,control,220,1078.8334902335332
79.37441399588919,control,221,721.3697259630027
103.65364755467208,control,222,939.8828279920486
71.48372766389794,control,223,650.3535489750815
86.35035111286889,control,224,784.15316001582
120.22777815194728,control,225,1089.0500033675255
108.11427168582053,control,226,980.0284451723847
88.10601745554732,control,227,799.9541570999259
102.32791765091928,control,228,927.9512588582735
100.22768735060552,control,229,909.0491861554497
89.26803407353127,control,230,810.4123066617814
98.51775472607898,control,231,893.6597925347107
84.9416076424404,control,232,771.4744687819637
90.92568537448332,control,233,825.3311683703499
137.81824739374684,control,234,1247.3642265437215
121.6247871615996,control,235,1101.6230844543963
80.92072707739061,control,236,735.2865436965155
99.67725914552875,control,237,904.0953323097588
111.07137914243091,control,238,1006.6424122818783
106.05797481769255,control,239,961.521773359233
86.8899931505451,control,240,789.0099383549059
108.42369312388969,control,241,982.8132381150073
87.93884908331592,control,242,798.4496417498433
107.54794113199078,control,243,974.9314701879171
87.34046365727129,control,244,793.0641729154415
101.80819074775437,control,245,923.2737167297893
89.32773592764796,control,246,810.9496233488317
91.76620053649886,control,247,832.8958048284898
118.5899966135939,control,248,1074.309969522345
101.50521035675521,control,249,920.546893210797
85.53637738470037,control,250,776.8273964623033
117.50633035629808,control,251,1064.5569732066826
127.03148819108759,control,252,1150.2833937197884
115.50467436369324,control,253,1046.5420692732391
68.3712374955776,control,254,622.3411374601984
99.4555665290095,control,255,902.1000987610855
104.2629536737515,control,256,945.3665830637635
112.8382119600318,control,257,1022.5439076402862
104.34632706061511,control,258,946.116943545536
105.78540242520744,control,259,959.0686218268669
105.92076114802325,control,260,960.2868503322093
111.49055552981211,control,261,1010.414999768309
65.2151939892783,control,262,593.9367459035047
77.98964444348638,control,263,708.9067999913775
79.83801551668498,control,264,725.5421396501648
77.04770055204504,control,265,700.4293049684054
119.53417903269916,control,266,1082.8076112942924
84.22190568083663,control,267,764.9971511275296
86.23047075636424,control,268,783.0742368072781
97.38558036829893,control,269,883.4702233146904
131.58252444376674,control,270,1191.2427199939007
96.83751364954364,control,271,878.5376228458928
129.15863218545243,control,272,1169.427689669072
93.20423118987435,control,273,845.8380807088691
98.25452405095533,control,274,891.2907164585979
111.65351920071976,control,275,1011.8816728064778
116.674203487201,control,276,1057.0678313848089
94.11353714313867,control,277,854.0218342882481
92.87042817370639,control,278,842.8338535633575
87.12929242627389,control,279,791.163631836465
101.00213351441627,control,280,916.0192016297465
107.39493688194668,control,281,973.5544319375201
118.58710715027631,control,282,1074.2839643524867
73.66289904813425,control,283,669.9660914332082
134.2692298050007,control,284,1215.423068245006
66.95113679026596,control,285,609.5602311123937
111.38916180501771,control,286,1009.5024562451594
102.65417732251281,control,287,930.8875959026153
121.2654788672993,control,288,1098.3893098056938
76.3144014162492,control,289,693.8296127462428
109.67368502480433,control,290,994.0631652232389
84.76192454144068,control,291,769.857320872966
83.0823637900431,control,292,754.741274110388
125.05723714430252,control,293,1132.5151342987226
111.09928952420987,control,294,1006.8936057178888
78.29246578607793,control,295,711.6321920747014
111.01509169147599,control,296,1006.1358252232839
117.12089814544395,control,297,1061.0880833089955
113.71281472511924,control,298,1030.4153325260731
106.60543978460146,control,299,966.4489580614131
103.21881561153297,control,300,935.9693405037967
98.08479328064877,control,301,889.7631395258389
90.876762543181,control,302,824.890862888629
107.06420702580593,control,303,970.5778632322533
104.63323494363203,control,304,948.6991144926883
103.39875135529213,control,305,937.5887621976292
108.72952346858395,control,306,985.5657112172555
98.66264948631827,control,307,894.9638453768645
107.30721533104645,control,308,972.764937979418
78.05968616799704,control,309,709.5371755119734
84.5605475929617,control,310,768.0449283366553
114.08931173008467,control,311,1033.803805570762
115.71163406418943,control,312,1048.404706577705
100.35618080219972,control,313,910.2056272197974
120.425342288599,control,314,1090.828080597391
105.21452808115811,control,315,953.9307527304229
104.92916888602564,control,316,951.3625199742307
101.16560365692175,control,317,917.4904329122958
107.28839105238919,control,318,972.5955194715027
107.46410832750566,control,319,974.1769749475509
110.21145846154533,control,320,998.903126153908
95.53233969410937,control,321,866.7910572469843
84.48874137303596,control,322,767.3986723573237
135.6898044017872,control,323,1228.2082396160847
98.76871747731872,control,324,895.9184572958684
94.24360829848416,control,325,855.1924746863574
119.52578374288396,control,326,1082.7320536859556
119.29756311317004,control,327,1080.6780680185304
107.57805820382757,control,328,975.2025238344481
102.49281311483338,control,329,929.4353180335004
105.48814602628717,control,330,956.3933142365845
