feature_1,user_id,metric_value
104.96714153011233,0,953.4419657905837
98.61735698828815,1,886.0485644077161
106.47688538100692,2,963.8108786343435
115.23029856408026,3,1040.0007188979087
97.65846625276664,4,877.6856050880194
97.6586304305082,5,896.0735364071885
115.79212815507391,6,1056.9463952788085
107.67434729152909,7,984.4545403993544
95.30525614065049,8,872.9940091990495
105.42560043585965,9,946.6700664756609
95.36582307187538,10,859.2555349289084
95.34270246429743,11,879.6708974080535
102.41962271566034,12,929.856725665333
80.86719755342202,13,720.1000710437551
82.75082167486967,14,753.9268383497846
94.37712470759027,15,862.9420349849937
89.87168879665576,16,821.0856135436039
103.14247332595274,17,925.9035639019583
90.91975924478788,18,844.1450487956665
85.87696298664709,19,764.8867210087362
114.65648768921554,20,1040.017353504574
97.74223699513465,21,904.0456614838725
100.67528204687923,22,918.9941092612676
85.75251813786544,23,787.1348589313025
94.55617275474818,24,847.4739133010322
101.10922589709867,25,920.4534976498567
88.49006422577698,26,803.0445514050433
103.75698018345672,27,929.5123799594668
93.99361310081196,28,861.5932328020572
97.08306250206724,29,872.5526951320985
93.98293387770603,30,845.837158577669
118.52278184508938,31,1078.030829826653
99.86502775262066,32,904.3527953171358
89.422890710441,33,813.4988966305291
108.22544912103189,34,978.9840455015886
87.79156350028978,35,811.2546799376486
102.08863595004756,36,916.5474170780419
80.40329876120225,37,725.9816010487601
86.71813951101569,38,792.2749711749335
101.96861235869123,39,914.8383328918109
107.3846657999541,40,963.1397583756282
101.7136828118997,41,923.8005842471288
98.8435171761176,42,905.2651883742473
96.98896304410711,43,889.8794455549065
85.21478009632573,44,774.8504196268044
92.80155791605291,45,835.4926946595031
95.39361229040213,46,868.2991425899618
110.57122226218915,47,1007.8023834468261
103.43618289568461,48,940.5442526540643
82.36959844637266,49,760.6680846052677
103.24083969394795,50,926.0259445929818
96.14917719583684,51,865.3728345860959
93.23077999694041,52,857.030511916451
106.11676288840867,53,947.3206676905254
110.30999522495951,54,994.3960997538205
109.31280119116198,55,983.4998077731942
91.60782476777362,56,815.828373896493
96.90787624148786,57,877.2993981269816
103.31263431403563,58,944.2766474252053
109.75545127122359,59,996.3623405962234
95.2082576215471,60,871.8703564469447
98.14341023336183,61,902.2102517766862
88.93665025993971,62,803.5735347300022
88.0379337591933,63,825.809864062627
108.12525822394198,64,976.6731697748395
113.56240028570824,65,1026.9362923129372
99.27989878419666,66,893.4428836890822
110.03532897892023,67,1002.7718556195289
103.61636025047635,68,936.6422080645174
93.54880245394875,69,848.1502998663888
103.61395605508415,70,937.4734744334977
115.38036566465969,71,1043.1442455096685
99.64173960890048,72,905.35851677409
115.64643655814007,73,1043.3156934928943
73.80254895910255,74,667.189984812752
108.21902504375224,75,991.6997402999801
100.87047068238171,76,911.8990115026212
97.00992649534133,77,883.9248624951432
100.91760776535503,78,906.3635524833107
80.12431085399108,79,723.671897414391
97.80328112162488,80,874.9039244697171
103.57112571511746,81,957.6844657696754
114.77894044741517,82,1053.765060803417
94.81729781726352,83,866.3102702881587
91.91506397106812,84,855.7466029425113
94.98242956415463,85,869.5447265912229
109.15402117702074,86,987.6664331566984
103.28751109659684,87,940.3127965402883
94.70239796232961,88,872.9294452157579
105.13267433113356,89,944.3909072301224
100.9707754934804,90,904.0088015686581
109.68644990532889,91,998.2388408142593
92.97946906122648,92,837.946724215551
96.72337853402232,93,854.9113931316161
96.07891846867842,94,859.2809327490002
85.36485051867882,95,772.169411174574
102.96120277064576,96,934.1327124832908
102.6105527217989,97,931.274665490023
100.05113456642461,98,927.5121745001759
97.65412866624852,99,883.8109054292258
85.84629257949585,100,782.3978881108237
95.79354677234642,101,852.8830006773728
96.57285483473231,102,875.844338129438
91.9772273077838,103,838.1370352017719
98.3871428833399,104,878.7316911402473
104.04050856814538,105,934.0246575169389
118.8618590121053,106,1081.6484174473164
101.74577812831839,107,917.2487405117464
102.57550390722764,108,929.154117449949
99.25554084233833,109,905.7076427706347
80.81228784700959,110,754.6793123410444
99.73486124550783,111,902.3958991987865
100.60230209941027,112,930.1126996834669
124.63242112485287,113,1109.10405351072
98.07639035218878,114,891.1711417565189
103.01547342333612,115,930.7983687390727
99.65288230294756,116,898.551350885844
88.31321962380468,117,808.3996523698107
111.4282281451502,118,1007.7078466524996
107.51933032686775,119,954.4244395928775
107.91031947043047,120,962.3091827513684
90.9061254520526,121,832.3753986520379
114.02794310936099,122,1016.8792089150081
85.98148937207719,123,788.3216161605026
105.8685709380027,124,961.0648733211359
121.90455625809979,125,1102.4381610046403
90.09463674869312,126,817.0369890062553
94.33702270397228,127,861.1807845375513
100.99651365087641,128,904.1937631218233
94.965243458838,129,862.1101020695193
84.49336568933867,130,756.0452632632355
100.68562974806028,131,914.8071154925711
89.37696286273895,132,817.8574336266341
104.73592430635182,133,951.2827773852895
90.80575765766197,134,830.3378405582636
115.4993440501754,135,1039.4939481006456
92.16746707663764,136,835.885403146533
96.77938483794324,137,875.6347054102401
108.1351721736967,138,977.1821556919003
87.69135683566044,139,788.2157998764252
102.2745993460413,140,923.1531686201223
113.07142754282428,141,1013.5158019353536
83.92516765438772,142,745.3849622712437
101.84633858532304,143,916.6098806624997
102.59882794248423,144,936.6490479701698
107.81822871777311,145,979.7047183705148
87.63049289121918,146,783.1084039785001
86.79543386915724,147,784.0987912886113
105.21941565616898,148,960.899384319164
102.96984673233186,149,929.2437068931158
102.50492850345877,150,915.3666945998399
103.46448209496975,151,960.7566243188712
93.1997527842151,152,844.1281867514064
102.32253697161003,153,916.2670437445001
102.93072473298682,154,935.0891578550833
92.85648581973632,155,841.8523390544996
118.65774511144757,156,1059.5049249538845
104.73832920911788,157,950.5786514900925
88.08696502797352,158,809.6200403657182
106.5655360863383,159,963.7607227021422
90.25318329772679,160,798.6766642073741
107.87084603742451,161,981.2568304427136
111.58595579007404,162,1017.302602563148
91.7931768164829,163,827.2744705800669
109.63376129244321,164,987.9132356185967
104.12780926936499,165,966.7288464268614
108.2206015999449,166,974.403271411083
118.96792982653947,167,1066.4925587755129
97.5461188399713,168,885.1662104000018
92.4626383564251,169,844.9121684655299
91.10485570374476,170,832.268038620806
91.84189715034562,171,808.8963968100536
99.22898290585896,172,893.4535310938409
103.41151974816644,173,949.2325581847854
102.7669079933002,174,935.1690665931187
108.27183249036024,175,969.0885782981779
100.13001891877907,176,920.5942633479738
114.53534077157317,177,1047.4670441352202
97.35343166762044,178,880.2148689283553
127.20169166589619,179,1160.6098968611773
106.25667347765007,180,983.3076196184309
